Date,Open,High,Low,Close
05/21/2023,"27,073","27,269","26,818","26,912"
05/20/2023,"26,840","27,155","26,818","27,073"
05/19/2023,"26,758","27,169","26,657","26,840"
05/18/2023,"27,376","27,467","26,392","26,758"
05/17/2023,"26,941","27,426","26,580","27,375"
05/16/2023,"27,415","27,421","26,873","26,941"
05/15/2023,"26,892","27,661","26,765","27,415"
05/14/2023,"26,862","27,194","26,613","26,892"
05/13/2023,"26,475","27,047","26,376","26,863"
05/12/2023,"26,851","27,088","25,855","26,478"
05/11/2023,"27,710","27,986","26,750","26,851"
05/10/2023,"27,719","28,325","26,855","27,710"
05/09/2023,"27,346","27,823","27,295","27,719"
05/08/2023,"28,951","28,983","27,321","27,345"
05/07/2023,"28,902","29,169","28,712","28,952"
05/06/2023,"29,589","29,849","28,445","28,902"
05/05/2023,"28,898","29,690","28,777","29,578"
05/04/2023,"28,343","29,367","28,307","28,898"
05/03/2023,"28,709","28,831","28,168","28,343"
05/02/2023,"27,847","28,891","27,684","28,710"
05/01/2023,"29,380","29,506","27,818","27,849"
04/30/2023,"29,262","29,961","29,117","29,380"
04/29/2023,"29,343","29,456","29,078","29,262"
04/28/2023,"29,687","29,777","28,932","29,342"
04/27/2023,"27,910","29,882","27,274","29,683"
04/26/2023,"27,622","30,008","27,622","27,911"
04/25/2023,"27,381","27,761","27,206","27,623"
04/24/2023,"27,478","27,992","27,000","27,380"
04/23/2023,"27,629","27,878","27,354","27,477"
04/22/2023,"27,281","27,775","27,153","27,629"
04/21/2023,"28,099","28,358","27,208","27,281"
04/20/2023,"29,239","29,317","28,010","28,100"
04/19/2023,"30,239","30,453","29,045","29,239"
04/18/2023,"29,485","30,480","29,136","30,239"
04/17/2023,"30,333","30,426","29,267","29,485"
04/16/2023,"30,357","30,563","30,163","30,332"
04/15/2023,"30,345","30,610","30,243","30,357"
04/14/2023,"30,363","31,020","30,019","30,347"
04/13/2023,"29,812","30,607","29,797","30,363"
04/12/2023,"30,164","30,500","29,699","29,801"
04/11/2023,"29,195","30,549","29,099","30,164"
04/10/2023,"28,151","29,314","28,115","29,195"
04/09/2023,"27,941","28,264","27,824","28,151"
04/08/2023,"27,920","28,165","27,868","27,940"
04/07/2023,"28,032","28,133","27,800","27,920"
04/06/2023,"28,253","28,304","27,730","28,031"
04/05/2023,"28,196","28,778","27,839","28,253"
04/04/2023,"28,087","28,430","27,273","28,195"
04/03/2023,"27,959","28,498","27,586","28,087"
04/02/2023,"28,396","28,584","27,880","27,958"
04/01/2023,"28,472","28,801","28,273","28,396"
03/31/2023,"27,983","28,645","27,546","28,465"
03/30/2023,"28,415","29,173","27,730","27,983"
03/29/2023,"27,432","28,633","27,132","28,407"
03/28/2023,"26,970","27,502","26,669","27,430"
03/27/2023,"27,859","28,162","26,545","26,968"
03/26/2023,"27,220","28,211","27,191","27,859"
03/25/2023,"27,849","27,883","27,059","27,217"
03/24/2023,"28,429","28,480","27,495","27,849"
03/23/2023,"26,742","28,800","26,685","28,430"
03/22/2023,"28,210","28,889","26,736","26,736"
03/21/2023,"27,865","28,492","27,423","28,209"
03/20/2023,"28,336","28,554","27,236","27,865"
03/19/2023,"27,425","28,434","26,896","28,335"
03/18/2023,"26,887","27,818","26,651","27,425"
03/17/2023,"25,022","26,999","24,697","26,886"
03/16/2023,"24,423","25,200","24,224","25,022"
03/15/2023,"25,164","25,269","23,946","24,423"
03/14/2023,"24,354","26,502","24,054","25,135"
03/13/2023,"21,073","24,574","21,056","24,353"
03/12/2023,"20,535","21,582","20,453","21,072"
03/11/2023,"19,977","20,880","19,865","20,535"
03/10/2023,"20,118","20,475","19,580","19,977"
03/09/2023,"22,093","22,108","20,078","20,120"
03/08/2023,"22,057","22,272","21,872","22,093"
03/07/2023,"22,351","22,549","21,944","22,057"
03/06/2023,"22,412","22,592","22,285","22,351"
03/05/2023,"22,249","22,643","22,171","22,412"
03/04/2023,"22,303","22,404","22,161","22,249"
03/03/2023,"23,466","23,550","22,021","22,303"
03/02/2023,"23,415","23,791","23,210","23,464"
03/01/2023,"23,281","23,977","23,035","23,414"
02/28/2023,"23,322","23,595","23,178","23,282"
02/27/2023,"23,646","23,885","23,132","23,323"
02/26/2023,"22,924","23,680","22,860","23,646"
02/25/2023,"23,222","23,231","22,791","22,924"
02/24/2023,"23,940","24,123","22,874","23,223"
02/23/2023,"23,791","24,597","23,624","23,939"
02/22/2023,"24,467","24,531","23,596","23,791"
02/21/2023,"24,807","25,243","24,295","24,467"
02/20/2023,"24,519","25,107","23,862","24,807"
02/19/2023,"24,600","25,188","24,283","24,519"
02/18/2023,"24,823","24,871","24,083","24,600"
02/17/2023,"24,560","25,009","23,360","24,822"
02/16/2023,"24,148","25,243","24,032","24,559"
02/15/2023,"22,257","24,277","22,059","24,148"
02/14/2023,"21,672","22,320","21,581","22,257"
02/13/2023,"21,970","21,977","21,376","21,672"
02/12/2023,"21,677","22,087","21,671","21,970"
02/11/2023,"21,730","21,772","21,490","21,677"
02/10/2023,"22,000","22,003","21,550","21,730"
02/09/2023,"22,838","23,005","21,850","22,000"
02/08/2023,"23,209","23,435","22,680","22,840"
02/07/2023,"23,008","23,341","22,646","23,209"
02/06/2023,"22,889","23,147","22,645","23,008"
02/05/2023,"23,416","23,447","22,772","22,889"
02/04/2023,"23,338","23,581","23,271","23,416"
02/03/2023,"23,865","23,919","23,226","23,339"
02/02/2023,"23,569","24,244","23,542","23,863"
02/01/2023,"23,101","23,650","22,800","23,565"
01/31/2023,"22,691","23,211","22,545","23,101"
01/30/2023,"23,703","23,874","22,589","22,691"
01/29/2023,"22,972","23,950","22,955","23,703"
01/28/2023,"23,112","23,200","22,895","22,972"
01/27/2023,"23,116","23,500","22,558","23,112"
01/26/2023,"22,935","23,800","22,845","23,117"
01/25/2023,"23,022","23,074","22,350","22,934"
01/24/2023,"23,020","23,158","22,737","23,023"
01/23/2023,"22,453","23,159","22,326","23,019"
01/22/2023,"23,116","23,214","22,320","22,451"
01/21/2023,"22,288","23,344","22,226","23,116"
01/20/2023,"21,102","22,352","20,882","22,281"
01/19/2023,"20,725","21,186","20,641","21,102"
01/18/2023,"21,381","21,602","20,412","20,724"
01/17/2023,"21,284","21,536","20,873","21,380"
01/16/2023,"20,908","21,430","20,633","21,284"
01/15/2023,"20,879","21,066","20,575","20,908"
01/14/2023,"19,474","21,237","19,390","20,879"
01/13/2023,"19,062","19,488","18,719","19,474"
01/12/2023,"17,554","19,065","17,518","19,062"
01/11/2023,"17,475","17,574","17,320","17,554"
01/10/2023,"17,212","17,489","17,133","17,475"
01/09/2023,"16,965","17,391","16,948","17,212"
01/08/2023,"16,942","17,009","16,913","16,965"
01/07/2023,"16,892","16,977","16,887","16,942"
01/06/2023,"16,854","17,018","16,692","16,892"
01/05/2023,"16,802","16,871","16,762","16,854"
01/04/2023,"16,657","16,983","16,645","16,802"
01/03/2023,"16,723","16,776","16,603","16,658"
01/02/2023,"16,599","16,760","16,547","16,723"
01/01/2023,"16,556","16,617","16,469","16,599"
12/31/2022,"16,561","16,629","16,529","16,556"
12/30/2022,"16,595","16,643","16,353","16,561"
12/29/2022,"16,588","16,650","16,468","16,596"
12/28/2022,"16,655","16,772","16,560","16,589"
12/27/2022,"16,839","16,962","16,601","16,655"
12/26/2022,"16,768","16,912","16,766","16,839"
12/25/2022,"16,842","16,851","16,734","16,768"
12/24/2022,"16,804","16,854","16,763","16,842"
12/23/2022,"16,780","16,917","16,764","16,804"
12/22/2022,"16,780","16,863","16,566","16,781"
12/21/2022,"16,861","16,924","16,738","16,780"
12/20/2022,"16,595","17,046","16,288","16,862"
12/19/2022,"16,760","16,832","16,531","16,595"
12/18/2022,"16,706","16,798","16,669","16,760"
12/17/2022,"16,877","16,887","16,539","16,706"
12/16/2022,"17,419","17,520","16,762","16,877"
12/15/2022,"17,774","17,874","17,327","17,419"
12/14/2022,"17,752","18,357","17,677","17,775"
12/13/2022,"17,122","17,955","17,094","17,752"
12/12/2022,"17,105","17,145","16,883","17,121"
12/11/2022,"17,173","17,259","17,094","17,105"
12/10/2022,"17,101","17,220","17,077","17,173"
12/09/2022,"17,199","17,338","17,088","17,101"
12/08/2022,"16,826","17,293","16,752","17,198"
12/07/2022,"16,993","17,130","16,700","16,826"
12/06/2022,"16,939","17,100","16,916","16,993"
12/05/2022,"17,093","17,413","16,881","16,939"
12/04/2022,"16,936","17,154","16,869","17,093"
12/03/2022,"17,035","17,146","16,907","16,936"
12/02/2022,"16,912","17,101","16,805","17,035"
12/01/2022,"17,093","17,301","16,902","16,912"
11/30/2022,"16,488","17,142","16,426","17,092"
11/29/2022,"16,252","16,530","16,097","16,488"
11/28/2022,"16,552","16,586","16,006","16,256"
11/27/2022,"16,495","16,585","16,387","16,552"
11/26/2022,"16,517","16,685","16,421","16,495"
11/25/2022,"16,554","16,615","16,346","16,517"
11/24/2022,"16,591","16,779","16,445","16,554"
11/23/2022,"16,116","16,671","16,069","16,590"
11/22/2022,"15,768","16,270","15,480","16,116"
11/21/2022,"16,513","16,513","15,591","15,768"
11/20/2022,"16,618","16,797","16,445","16,513"
11/19/2022,"16,614","16,699","16,546","16,618"
11/18/2022,"16,684","16,975","16,537","16,617"
11/17/2022,"16,560","16,742","16,408","16,684"
11/16/2022,"16,827","16,980","16,382","16,560"
11/15/2022,"16,250","17,098","16,242","16,825"
11/14/2022,"16,461","17,132","15,800","16,250"
11/13/2022,"16,796","16,914","16,421","16,461"
11/12/2022,"16,575","17,081","16,574","16,796"
11/11/2022,"18,059","18,085","16,351","16,569"
11/10/2022,"16,213","18,126","15,554","18,079"
11/09/2022,"18,174","18,718","16,107","16,199"
11/08/2022,"20,808","20,831","17,484","18,177"
11/07/2022,"21,206","21,211","20,601","20,809"
11/06/2022,"21,331","21,373","21,151","21,206"
11/05/2022,"21,095","21,469","21,059","21,331"
11/04/2022,"20,259","21,287","20,165","21,095"
11/03/2022,"20,258","20,383","20,050","20,259"
11/02/2022,"20,447","20,798","20,107","20,258"
11/01/2022,"20,371","20,677","20,339","20,447"
10/31/2022,"20,655","20,824","20,250","20,370"
10/30/2022,"20,845","20,932","20,571","20,655"
10/29/2022,"20,613","21,058","20,566","20,845"
10/28/2022,"20,631","20,746","20,025","20,613"
10/27/2022,"20,760","20,900","20,450","20,631"
10/26/2022,"20,272","21,012","20,010","20,759"
10/25/2022,"19,341","20,406","19,247","20,272"
10/24/2022,"19,503","19,680","19,170","19,341"
10/23/2022,"19,187","19,518","19,082","19,503"
10/22/2022,"19,192","19,252","19,119","19,187"
10/21/2022,"19,063","19,242","18,681","19,191"
10/20/2022,"19,227","19,337","18,920","19,063"
10/19/2022,"19,218","19,424","19,078","19,226"
10/18/2022,"19,523","19,694","19,105","19,217"
10/17/2022,"19,370","19,671","19,117","19,523"
10/16/2022,"19,103","19,370","19,000","19,370"
10/15/2022,"19,161","19,220","19,050","19,103"
10/14/2022,"19,370","19,939","19,116","19,161"
10/13/2022,"19,141","19,497","18,198","19,370"
10/12/2022,"18,994","19,193","18,989","19,141"
10/11/2022,"19,215","19,274","18,860","18,994"
10/10/2022,"19,471","19,523","19,120","19,214"
10/09/2022,"19,472","19,557","19,269","19,471"
10/08/2022,"19,467","19,643","19,430","19,472"
10/07/2022,"20,014","20,068","19,339","19,467"
10/06/2022,"20,114","20,439","19,886","20,014"
10/05/2022,"20,227","20,460","19,760","20,114"
10/04/2022,"19,534","20,268","19,510","20,227"
10/03/2022,"19,265","19,649","18,938","19,532"
10/02/2022,"19,274","19,393","19,050","19,265"
10/01/2022,"19,492","19,531","19,174","19,274"
09/30/2022,"19,406","20,171","19,193","19,492"
09/29/2022,"19,543","19,764","18,852","19,406"
09/28/2022,"19,080","19,645","18,498","19,543"
09/27/2022,"19,200","20,373","18,834","19,082"
09/26/2022,"18,918","19,305","18,650","19,196"
09/25/2022,"19,112","19,166","18,817","18,917"
09/24/2022,"18,816","19,393","18,807","19,112"
09/23/2022,"19,310","19,498","18,542","18,816"
09/22/2022,"19,016","19,485","18,165","19,308"
09/21/2022,"18,991","19,800","18,774","19,016"
09/20/2022,"19,515","19,674","18,740","18,991"
09/19/2022,"19,727","19,747","18,278","19,514"
09/18/2022,"20,012","20,140","19,575","19,726"
09/17/2022,"19,623","20,179","19,618","20,012"
09/16/2022,"19,787","19,891","19,339","19,623"
09/15/2022,"19,965","20,384","19,516","19,788"
09/14/2022,"20,284","20,521","19,631","19,965"
09/13/2022,"22,427","22,767","20,061","20,276"
09/12/2022,"21,627","22,473","21,465","22,427"
09/11/2022,"21,590","21,850","21,368","21,628"
09/10/2022,"21,301","21,667","21,138","21,589"
09/09/2022,"19,343","21,422","19,263","21,299"
09/08/2022,"19,005","19,450","18,997","19,343"
09/07/2022,"18,823","19,184","18,559","19,009"
09/06/2022,"19,707","20,171","18,803","18,823"
09/05/2022,"19,886","20,045","19,643","19,707"
09/04/2022,"19,710","19,949","19,599","19,886"
09/03/2022,"19,906","20,045","19,667","19,710"
09/02/2022,"19,872","20,436","19,767","19,906"
09/01/2022,"20,231","20,288","19,575","19,872"
08/31/2022,"19,950","20,473","19,766","20,231"
08/30/2022,"20,093","20,562","19,555","19,949"
08/29/2022,"19,977","20,400","19,526","20,092"
08/28/2022,"20,025","20,151","19,824","19,977"
08/27/2022,"20,652","20,747","19,845","20,025"
08/26/2022,"21,601","21,862","20,549","20,652"
08/25/2022,"21,716","21,800","21,319","21,601"
08/24/2022,"21,517","21,886","21,158","21,716"
08/23/2022,"21,045","21,664","20,902","21,516"
08/22/2022,"21,514","21,770","20,910","21,044"
08/21/2022,"20,986","21,577","20,787","21,514"
08/20/2022,"21,334","21,378","20,805","20,986"
08/19/2022,"23,348","23,442","21,163","21,334"
08/18/2022,"23,278","23,590","23,194","23,348"
08/17/2022,"23,938","24,426","23,250","23,278"
08/16/2022,"23,988","24,241","23,677","23,938"
08/15/2022,"24,297","25,204","23,902","23,988"
08/14/2022,"24,410","25,029","24,168","24,297"
08/13/2022,"24,191","24,888","24,075","24,410"
08/12/2022,"24,218","24,336","23,620","24,191"
08/11/2022,"23,639","24,901","23,637","24,216"
08/10/2022,"23,066","24,176","22,685","23,636"
08/09/2022,"23,934","24,102","22,891","23,067"
08/08/2022,"23,161","24,244","23,073","23,934"
08/07/2022,"23,190","23,281","22,862","23,161"
08/06/2022,"22,944","23,345","22,853","23,191"
08/05/2022,"22,462","23,463","22,455","22,944"
08/04/2022,"23,467","23,490","22,413","22,462"
08/03/2022,"22,955","23,627","22,705","23,467"
08/02/2022,"22,962","23,445","22,675","22,955"
08/01/2022,"23,848","23,890","22,873","22,962"
07/31/2022,"23,933","24,175","23,421","23,847"
07/30/2022,"23,899","24,642","23,665","23,933"
07/29/2022,"23,799","24,412","23,452","23,897"
07/28/2022,"22,766","24,089","22,600","23,800"
07/27/2022,"20,924","23,100","20,828","22,759"
07/26/2022,"21,890","22,247","20,728","20,924"
07/25/2022,"22,714","22,999","21,565","21,890"
07/24/2022,"22,281","22,903","22,242","22,714"
07/23/2022,"22,593","22,996","21,960","22,280"
07/22/2022,"23,197","23,747","22,557","22,602"
07/21/2022,"23,661","23,779","22,356","23,197"
07/20/2022,"23,409","24,265","22,955","23,661"
07/19/2022,"21,610","23,680","21,453","23,416"
07/18/2022,"21,029","22,753","20,759","21,610"
07/17/2022,"21,180","21,652","20,834","21,029"
07/16/2022,"21,159","21,566","20,482","21,181"
07/15/2022,"20,593","21,165","20,375","21,159"
07/14/2022,"19,639","20,867","19,579","20,594"
07/13/2022,"19,383","20,070","18,920","19,639"
07/12/2022,"20,485","20,537","19,278","19,383"
07/11/2022,"20,898","21,162","20,263","20,484"
07/10/2022,"21,613","21,737","20,663","20,898"
07/09/2022,"21,792","22,002","21,320","21,612"
07/08/2022,"21,832","22,433","21,188","21,791"
07/07/2022,"20,298","21,833","20,247","21,833"
07/06/2022,"20,380","20,720","19,750","20,297"
07/05/2022,"19,803","20,471","19,296","20,380"
07/04/2022,"19,487","20,070","19,035","19,803"
07/03/2022,"19,247","19,505","18,767","19,488"
07/02/2022,"19,359","19,643","18,970","19,247"
07/01/2022,"18,884","20,837","18,631","19,359"
06/30/2022,"20,197","20,392","18,757","18,884"
06/29/2022,"20,236","20,420","19,841","20,196"
06/28/2022,"20,836","21,176","20,206","20,236"
06/27/2022,"21,274","21,507","20,518","20,836"
06/26/2022,"21,195","21,846","21,129","21,273"
06/25/2022,"21,232","21,584","20,900","21,195"
06/24/2022,"20,888","21,420","20,662","21,231"
06/23/2022,"20,113","20,920","19,764","20,888"
06/22/2022,"20,874","21,004","19,837","20,113"
06/21/2022,"20,070","21,686","19,987","20,874"
06/20/2022,"20,103","21,037","19,625","20,070"
06/19/2022,"18,034","20,276","17,602","20,099"
06/18/2022,"20,500","20,740","18,019","18,034"
06/17/2022,"20,830","21,322","20,210","20,500"
06/16/2022,"21,603","22,950","20,743","20,830"
06/15/2022,"22,174","22,346","20,088","21,592"
06/14/2022,"23,154","23,738","20,835","22,175"
06/13/2022,"27,402","27,502","22,602","23,155"
06/12/2022,"28,571","28,640","26,878","27,403"
06/11/2022,"28,963","29,404","28,104","28,572"
06/10/2022,"29,982","30,324","28,850","28,963"
06/09/2022,"30,116","30,662","29,933","29,982"
06/08/2022,"31,024","31,536","29,848","30,116"
06/07/2022,"31,447","31,570","29,214","31,020"
06/06/2022,"30,035","31,730","29,804","31,447"
06/05/2022,"29,634","30,138","29,528","30,035"
06/04/2022,"29,552","29,941","29,466","29,634"
06/03/2022,"30,275","30,659","29,255","29,552"
06/02/2022,"30,102","30,362","29,329","30,275"
06/01/2022,"31,624","31,948","29,881","30,104"
05/31/2022,"30,627","32,350","30,544","31,626"
05/30/2022,"29,095","30,899","29,072","30,627"
05/29/2022,"28,999","29,432","28,823","29,095"
05/28/2022,"28,844","29,220","28,510","28,999"
05/27/2022,"29,356","29,634","28,257","28,835"
05/26/2022,"29,558","29,845","28,018","29,356"
05/25/2022,"29,348","30,182","29,249","29,561"
05/24/2022,"29,058","29,597","28,641","29,347"
05/23/2022,"29,897","30,623","29,058","29,058"
05/22/2022,"29,420","30,275","29,232","29,898"
05/21/2022,"29,269","29,606","28,930","29,420"
05/20/2022,"29,935","30,719","28,709","29,270"
05/19/2022,"29,252","30,500","28,615","29,935"
05/18/2022,"30,052","30,655","28,709","29,254"
05/17/2022,"29,560","30,734","29,451","30,052"
05/16/2022,"30,419","31,390","29,090","29,560"
05/15/2022,"29,306","30,499","29,279","30,419"
05/14/2022,"30,035","30,076","28,601","29,306"
05/13/2022,"28,600","30,966","27,961","30,035"
05/12/2022,"29,284","30,060","25,402","28,613"
05/11/2022,"31,341","32,132","29,100","29,284"
05/10/2022,"30,955","32,622","29,763","31,344"
05/09/2022,"34,586","34,608","30,333","30,957"
05/08/2022,"35,862","35,862","33,738","34,587"
05/07/2022,"35,989","36,115","35,720","35,862"
05/06/2022,"36,311","36,640","35,280","35,989"
05/05/2022,"39,839","39,900","35,642","36,310"
05/04/2022,"37,720","40,003","37,528","39,834"
05/03/2022,"38,536","38,873","37,519","37,720"
05/02/2022,"37,801","39,137","37,705","38,537"
05/01/2022,"38,477","38,651","37,438","37,801"
04/30/2022,"38,321","38,776","38,182","38,478"
04/29/2022,"39,972","40,201","38,181","38,334"
04/28/2022,"38,879","40,359","38,849","39,967"
04/27/2022,"38,282","39,447","37,730","38,880"
04/26/2022,"40,241","40,773","37,888","38,282"
04/25/2022,"39,714","40,351","38,220","40,241"
04/24/2022,"39,765","39,938","39,022","39,713"
04/23/2022,"39,494","39,971","39,312","39,765"
04/22/2022,"41,241","41,295","39,204","39,494"
04/21/2022,"41,196","42,966","41,170","41,243"
04/20/2022,"41,451","42,200","40,926","41,196"
04/19/2022,"40,687","41,746","40,600","41,451"
04/18/2022,"40,386","40,979","38,578","40,687"
04/17/2022,"40,224","40,665","39,871","40,386"
04/16/2022,"40,323","40,674","40,033","40,224"
04/15/2022,"39,786","40,822","39,677","40,323"
04/14/2022,"41,074","41,492","39,600","39,787"
04/13/2022,"39,301","41,531","39,276","41,074"
04/12/2022,"39,994","40,659","39,254","39,307"
04/11/2022,"43,262","43,421","39,798","39,994"
04/10/2022,"42,539","43,284","42,426","43,263"
04/09/2022,"42,728","42,871","42,128","42,539"
04/08/2022,"43,396","43,962","42,440","42,728"
04/07/2022,"43,766","44,007","42,763","43,396"
04/06/2022,"46,022","46,105","43,215","43,766"
04/05/2022,"45,941","47,183","45,502","46,021"
04/04/2022,"46,426","47,432","45,153","45,941"
04/03/2022,"46,156","46,768","45,570","46,426"
04/02/2022,"46,392","47,200","45,666","46,157"
04/01/2022,"45,624","46,704","44,268","46,391"
03/31/2022,"47,087","47,600","45,560","45,625"
03/30/2022,"47,724","47,735","46,605","47,086"
03/29/2022,"47,979","48,114","46,920","47,724"
03/28/2022,"44,854","48,202","44,757","47,980"
03/27/2022,"44,385","45,000","44,296","44,853"
03/26/2022,"44,458","44,613","44,124","44,385"
03/25/2022,"43,948","45,111","43,621","44,459"
03/24/2022,"42,239","44,233","42,215","43,949"
03/23/2022,"42,313","42,881","41,804","42,239"
03/22/2022,"41,192","43,300","40,905","42,314"
03/21/2022,"41,399","41,680","40,533","41,192"
03/20/2022,"42,061","42,380","40,946","41,399"
03/19/2022,"42,079","42,350","41,558","42,061"
03/18/2022,"40,877","42,079","40,181","42,079"
03/17/2022,"40,894","41,454","40,549","40,876"
03/16/2022,"39,719","41,694","38,906","40,894"
03/15/2022,"38,802","39,893","38,170","39,719"
03/14/2022,"38,879","39,281","37,589","38,801"
03/13/2022,"39,135","39,300","38,413","38,879"
03/12/2022,"38,360","39,386","38,357","39,135"
03/11/2022,"39,642","40,222","38,252","38,360"
03/10/2022,"41,813","42,120","38,604","39,642"
03/09/2022,"38,540","42,577","38,406","41,812"
03/08/2022,"37,545","39,371","37,515","38,541"
03/07/2022,"38,862","39,545","37,179","37,545"
03/06/2022,"39,464","39,679","38,132","38,862"
03/05/2022,"39,511","39,626","38,594","39,463"
03/04/2022,"42,002","42,698","39,083","39,513"
03/03/2022,"43,834","44,325","41,867","42,005"
03/02/2022,"44,109","45,304","43,362","43,834"
03/01/2022,"41,905","44,953","41,538","44,110"
02/28/2022,"37,967","41,933","37,045","41,905"
02/27/2022,"39,362","39,841","37,459","37,967"
02/26/2022,"39,137","40,237","38,609","39,363"
02/25/2022,"38,404","39,690","37,800","39,135"
02/24/2022,"37,673","39,645","34,339","38,402"
02/23/2022,"37,935","39,250","37,435","37,671"
02/22/2022,"38,242","38,361","36,377","37,935"
02/21/2022,"38,335","39,487","37,243","38,242"
02/20/2022,"40,083","40,148","38,014","38,336"
02/19/2022,"40,025","40,455","39,670","40,083"
02/18/2022,"40,900","40,965","39,477","39,984"
02/17/2022,"44,130","44,195","40,825","40,901"
02/16/2022,"44,161","44,768","43,362","44,130"
02/15/2022,"42,202","44,521","42,137","44,161"
02/14/2022,"42,445","42,848","41,594","42,201"
02/13/2022,"42,633","42,757","41,781","42,450"
02/12/2022,"42,347","43,034","41,790","42,633"
02/11/2022,"44,130","44,211","42,084","42,346"
02/10/2022,"44,781","45,844","43,250","44,128"
02/09/2022,"44,292","44,833","43,187","44,780"
02/08/2022,"44,174","45,488","42,721","44,292"
02/07/2022,"41,601","44,508","41,550","44,173"
02/06/2022,"41,679","42,115","41,152","41,600"
02/05/2022,"40,604","41,926","40,408","41,684"
02/04/2022,"36,354","40,901","36,354","40,604"
02/03/2022,"37,599","37,621","36,270","36,354"
02/02/2022,"38,587","38,899","37,091","37,599"
02/01/2022,"38,498","39,262","38,048","38,587"
01/31/2022,"37,711","38,742","36,681","38,498"
01/30/2022,"38,370","38,717","37,389","37,711"
01/29/2022,"37,777","38,662","37,354","38,371"
01/28/2022,"35,567","37,857","35,552","37,777"
01/27/2022,"37,051","37,197","35,550","35,567"
01/26/2022,"36,887","38,921","36,456","37,096"
01/25/2022,"37,234","37,544","35,730","36,888"
01/24/2022,"35,302","37,500","32,984","37,250"
01/23/2022,"35,297","36,142","34,631","35,302"
01/22/2022,"38,414","38,430","34,065","35,296"
01/21/2022,"42,721","42,727","37,618","38,420"
01/20/2022,"41,631","43,494","41,631","42,721"
01/19/2022,"41,767","42,662","41,167","41,630"
01/18/2022,"42,132","42,429","41,303","41,765"
01/17/2022,"43,060","43,282","41,865","42,133"
01/16/2022,"43,525","43,534","42,620","43,060"
01/15/2022,"43,132","43,794","42,610","43,527"
01/14/2022,"42,742","43,388","41,800","43,132"
01/13/2022,"43,839","44,419","42,349","42,737"
01/12/2022,"42,792","44,081","42,481","43,838"
01/11/2022,"41,712","43,106","41,300","42,789"
01/10/2022,"42,463","42,542","39,678","41,712"
01/09/2022,"40,966","42,787","40,947","42,467"
01/08/2022,"41,911","42,215","40,562","40,966"
01/07/2022,"43,207","43,233","40,746","41,913"
01/06/2022,"43,943","44,296","42,435","43,207"
01/05/2022,"46,264","47,059","43,776","43,944"
01/04/2022,"45,909","47,502","45,569","46,265"
01/03/2022,"47,018","47,567","45,718","45,909"
01/02/2022,"47,414","47,957","46,701","47,018"
01/01/2022,"45,870","47,928","45,798","47,414"
12/31/2021,"47,204","48,570","45,663","45,869"
12/30/2021,"47,358","47,912","45,991","47,201"
12/29/2021,"47,784","48,131","46,612","47,359"
12/28/2021,"51,257","51,312","47,319","47,784"
12/27/2021,"50,302","52,062","49,976","51,258"
12/26/2021,"50,898","51,107","49,483","50,303"
12/25/2021,"51,144","51,160","50,217","50,899"
12/24/2021,"50,953","51,851","50,465","51,141"
12/23/2021,"48,975","51,378","48,061","50,949"
12/22/2021,"48,626","49,574","48,469","48,973"
12/21/2021,"47,022","49,320","46,666","48,627"
12/20/2021,"46,807","47,525","45,589","47,016"
12/19/2021,"46,877","48,280","46,474","46,807"
12/18/2021,"46,212","47,341","45,545","46,877"
12/17/2021,"47,928","48,154","45,500","46,213"
12/16/2021,"49,248","49,429","47,678","47,944"
12/15/2021,"47,783","49,494","46,584","49,251"
12/14/2021,"46,619","47,949","46,283","47,783"
12/13/2021,"50,301","50,386","45,788","46,613"
12/12/2021,"48,590","50,790","48,440","50,301"
12/11/2021,"48,443","49,279","46,805","48,590"
12/10/2021,"47,679","50,038","47,300","48,445"
12/09/2021,"50,781","50,849","47,342","47,678"
12/08/2021,"50,446","51,222","48,726","50,783"
12/07/2021,"48,889","51,960","48,878","50,443"
12/06/2021,"48,938","49,585","47,262","48,889"
12/05/2021,"49,342","49,760","47,843","48,943"
12/04/2021,"53,510","54,058","42,020","49,343"
12/03/2021,"57,043","57,652","51,809","53,512"
12/02/2021,"56,802","57,406","55,858","57,040"
12/01/2021,"57,471","59,097","56,691","56,820"
11/30/2021,"58,101","59,223","55,948","57,511"
11/29/2021,"54,980","58,891","54,945","58,101"
11/28/2021,"54,299","55,177","53,360","54,981"
11/27/2021,"54,569","55,314","53,574","54,300"
11/26/2021,"58,905","59,331","53,564","54,569"
11/25/2021,"57,427","59,434","56,906","58,906"
11/24/2021,"57,857","57,865","55,909","57,425"
11/23/2021,"55,912","57,859","55,461","57,854"
11/22/2021,"59,700","59,705","55,770","55,911"
11/21/2021,"59,469","60,050","58,570","59,701"
11/20/2021,"57,876","59,668","57,440","59,468"
11/19/2021,"58,003","58,394","55,666","57,876"
11/18/2021,"60,442","60,960","56,669","58,003"
11/17/2021,"59,756","61,162","58,442","60,442"
11/16/2021,"63,918","64,018","58,674","59,755"
11/15/2021,"64,237","66,331","63,663","63,918"
11/14/2021,"64,381","65,312","63,633","64,236"
11/13/2021,"64,147","64,962","63,410","64,381"
11/12/2021,"64,829","65,467","62,322","64,146"
11/11/2021,"65,799","66,129","63,036","64,829"
11/10/2021,"67,354","68,991","65,269","65,822"
11/09/2021,"66,091","68,526","66,004","67,353"
